General Mitchell International Airport,Fort Lauderdale Hollywood International Airport,2000.210838
General Mitchell International Airport,McCarran International Airport,2452.058799
General Mitchell International Airport,Los Angeles International Airport,2825.93774
General Mitchell International Airport,Kansas City International Airport,701.0815706
General Mitchell International Airport,Orlando International Airport,1716.192817
General Mitchell International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,478.5766936
General Mitchell International Airport,Louis Armstrong New Orleans International Airport,1452.794362
General Mitchell International Airport,Phoenix Sky Harbor International Airport,2350.181421
General Mitchell International Airport,Southwest Florida International Airport,1904.076542
General Mitchell International Airport,Seattle Tacoma International Airport,2726.621647
General Mitchell International Airport,San Francisco International Airport,2969.369109
General Mitchell International Airport,St Louis Lambert International Airport,510.7112614
General Mitchell International Airport,Tampa International Airport,1729.99774
Minneapolis-St Paul International/Wold-Chamberlain Airport,Hartsfield Jackson Atlanta International Airport,1459.002034
Minneapolis-St Paul International/Wold-Chamberlain Airport,Denver International Airport,1094.194382
Minneapolis-St Paul International/Wold-Chamberlain Airport,Kansas City International Airport,632.4193924
Minneapolis-St Paul International/Wold-Chamberlain Airport,Orlando International Airport,2108.49246
Minneapolis-St Paul International/Wold-Chamberlain Airport,Chicago Midway International Airport,561.0767501
Minneapolis-St Paul International/Wold-Chamberlain Airport,General Mitchell International Airport,478.5766936
Minneapolis-St Paul International/Wold-Chamberlain Airport,Metropolitan Oakland International Airport,2539.695177
Minneapolis-St Paul International/Wold-Chamberlain Airport,Phoenix Sky Harbor International Airport,2053.559059
Minneapolis-St Paul International/Wold-Chamberlain Airport,St Louis Lambert International Airport,721.129254
Louis Armstrong New Orleans International Airport,Hartsfield Jackson Atlanta International Airport,683.8121778
Louis Armstrong New Orleans International Airport,Austin Bergstrom International Airport,714.6932813
Louis Armstrong New Orleans International Airport,Baltimore/Washington International Thurgood Marshall Airport,1606.749206
Louis Armstrong New Orleans International Airport,Dallas Love Field,702.0679629
Louis Armstrong New Orleans International Airport,Denver International Airport,1708.699627
Louis Armstrong New Orleans International Airport,Newark Liberty International Airport,1878.27563
Louis Armstrong New Orleans International Airport,Key West International Airport,1034.316923
Louis Armstrong New Orleans International Airport,Fort Lauderdale Hollywood International Airport,1083.928347
Louis Armstrong New Orleans International Airport,William P Hobby Airport,486.813349
Louis Armstrong New Orleans International Airport,McCarran International Airport,2413.771757
Louis Armstrong New Orleans International Airport,Kansas City International Airport,1109.649271
Louis Armstrong New Orleans International Airport,Orlando International Airport,887.0415916
Louis Armstrong New Orleans International Airport,Chicago Midway International Airport,1327.721813
Louis Armstrong New Orleans International Airport,General Mitchell International Airport,1452.794362
Louis Armstrong New Orleans International Airport,San Diego International Airport,2573.301357
Louis Armstrong New Orleans International Airport,St Louis Lambert International Airport,971.2786066
Louis Armstrong New Orleans International Airport,Tampa International Airport,785.1294368
Metropolitan Oakland International Airport,John Glenn Columbus International Airport,3395.319824
Metropolitan Oakland International Airport,John Glenn Columbus International Airport,3395.319824
Metropolitan Oakland International Airport,John Glenn Columbus International Airport,3395.319824
Metropolitan Oakland International Airport,Denver International Airport,1540.395579
Metropolitan Oakland International Airport,McCarran International Airport,655.6440815
Metropolitan Oakland International Airport,Los Angeles International Airport,542.5553442
Metropolitan Oakland International Airport,Chicago Midway International Airport,2967.968731
Metropolitan Oakland International Airport,Will Rogers World Airport,2212.783073
Metropolitan Oakland International Airport,John Wayne Airport-Orange County Airport,597.085303
Will Rogers World Airport,Hartsfield Jackson Atlanta International Airport,1224.187818
Will Rogers World Airport,Baltimore/Washington International Thurgood Marshall Airport,1898.512118
Will Rogers World Airport,Dallas Love Field,290.7392493
Will Rogers World Airport,Denver International Airport,796.8738114
Will Rogers World Airport,William P Hobby Airport,673.6289094
Will Rogers World Airport,McCarran International Airport,1587.412342
Will Rogers World Airport,Chicago Midway International Airport,1112.160731
Will Rogers World Airport,St Louis Lambert International Airport,742.7210244
Eppley Airfield,Chicago Midway International Airport,681.1889396
Eppley Airfield,San Diego International Airport,2112.513959
Eppley Airfield,St Louis Lambert International Airport,550.1090087
Ontario International Airport,Denver International Airport,1317.44191
Ontario International Airport,McCarran International Airport,316.7159749
Norfolk International Airport,Hartsfield Jackson Atlanta International Airport,830.8569862
Norfolk International Airport,Baltimore/Washington International Thurgood Marshall Airport,256.4606961
Norfolk International Airport,Orlando International Airport,1053.529824
Norfolk International Airport,Chicago Midway International Airport,1132.876291
Palm Beach International Airport,Hartsfield Jackson Atlanta International Airport,876.3114374
Portland International Airport,Denver International Airport,1595.493266
Portland International Airport,Denver International Airport,1595.493266
Portland International Airport,Chicago Midway International Airport,2818.358904
Portland International Airport,Chicago Midway International Airport,2818.358904
Portland International Airport,Metropolitan Oakland International Airport,874.3682488
Portland International Airport,Metropolitan Oakland International Airport,874.3682488
Portland International Airport,Will Rogers World Airport,2388.479846
Portland International Airport,Will Rogers World Airport,2388.479846
Philadelphia International Airport,Hartsfield Jackson Atlanta International Airport,1072.147461
Philadelphia International Airport,Denver International Airport,2506.64071
Philadelphia International Airport,Fort Lauderdale Hollywood International Airport,1597.083106
Philadelphia International Airport,Wichita Eisenhower National Airport,1939.493891
Philadelphia International Airport,Orlando International Airport,1386.227462
Philadelphia International Airport,Chicago Midway International Airport,1075.514162
Philadelphia International Airport,Phoenix Sky Harbor International Airport,3339.873875
Phoenix Sky Harbor International Airport,Albuquerque International Sunport,528.5867183
Phoenix Sky Harbor International Airport,Hartsfield Jackson Atlanta International Airport,2554.546296
Phoenix Sky Harbor International Airport,Denver International Airport,968.5010513
Phoenix Sky Harbor International Airport,Fort Lauderdale Hollywood International Airport,3174.009658
Phoenix Sky Harbor International Airport,William P Hobby Airport,1641.505403
Phoenix Sky Harbor International Airport,McCarran International Airport,410.8021258
Phoenix Sky Harbor International Airport,Metropolitan Oakland International Airport,1039.593346
Phoenix Sky Harbor International Airport,Ontario International Airport,522.3772496
Phoenix Sky Harbor International Airport,Portland International Airport,1624.620335
Phoenix Sky Harbor International Airport,Portland International Airport,1624.620335
Phoenix Sky Harbor International Airport,Philadelphia International Airport,3339.873875
Phoenix Sky Harbor International Airport,San Diego International Airport,489.5930063
Phoenix Sky Harbor International Airport,Norman Y. Mineta San Jose International Airport,1000.04145
Phoenix Sky Harbor International Airport,John Wayne Airport-Orange County Airport,544.3951235
Pittsburgh International Airport,Hartsfield Jackson Atlanta International Airport,847.0311816
Pittsburgh International Airport,Baltimore/Washington International Thurgood Marshall Airport,338.2826143
Pittsburgh International Airport,Orlando International Airport,1341.69146
Pittsburgh International Airport,Chicago Midway International Airport,647.2530761
Pittsburgh International Airport,Tampa International Airport,1404.307065
Theodore Francis Green State Airport,Baltimore/Washington International Thurgood Marshall Airport,527.8580366
Theodore Francis Green State Airport,McCarran International Airport,3803.286094
Theodore Francis Green State Airport,Orlando International Airport,1726.794361
Theodore Francis Green State Airport,Chicago Midway International Airport,1356.17082
Theodore Francis Green State Airport,San Diego International Airport,4131.412584
Theodore Francis Green State Airport,Salt Lake City International Airport,3368.686319
Portland International Jetport Airport,Baltimore/Washington International Thurgood Marshall Airport,727.0657339
Portland International Jetport Airport,Baltimore/Washington International Thurgood Marshall Airport,727.0657339
Raleigh Durham International Airport,Hartsfield Jackson Atlanta International Airport,573.0221672
Raleigh Durham International Airport,Nashville International Airport,711.7767929
Raleigh Durham International Airport,Baltimore/Washington International Thurgood Marshall Airport,411.1315586
Raleigh Durham International Airport,Orlando International Airport,859.3998857
Raleigh Durham International Airport,Chicago Midway International Airport,1016.906856
Raleigh Durham International Airport,San Francisco International Airport,3862.181368
Raleigh Durham International Airport,Tampa International Airport,944.891274
Richmond International Airport,Hartsfield Jackson Atlanta International Airport,773.8612557
Reno Tahoe International Airport,Denver International Airport,1294.096839
Reno Tahoe International Airport,Chicago Midway International Airport,2704.31211
Greater Rochester International Airport,Orlando International Airport,1662.276426
Greater Rochester International Airport,Orlando International Airport,1662.276426
Greater Rochester International Airport,Chicago Midway International Airport,841.7638598
Greater Rochester International Airport,Chicago Midway International Airport,841.7638598
Southwest Florida International Airport,Hartsfield Jackson Atlanta International Airport,828.1215455
Southwest Florida International Airport,Baltimore/Washington International Thurgood Marshall Airport,1479.685378
Southwest Florida International Airport,Ronald Reagan Washington National Airport,1435.098529
Southwest Florida International Airport,Chicago Midway International Airport,1778.483187
San Diego International Airport,Hartsfield Jackson Atlanta International Airport,3044.12325
San Diego International Airport,Baltimore/Washington International Thurgood Marshall Airport,3693.38219
San Diego International Airport,Denver International Airport,1372.475615
San Diego International Airport,William P Hobby Airport,2112.40681
San Diego International Airport,McCarran International Airport,415.806046
San Diego International Airport,Kansas City International Airport,2146.084682
San Diego International Airport,Phoenix Sky Harbor International Airport,489.5930063
San Diego International Airport,Reno Tahoe International Airport,785.6655057
San Diego International Airport,San Antonio International Airport,1817.693117
San Diego International Airport,Louisville International Standiford Field,2903.841403
San Diego International Airport,Norman Y. Mineta San Jose International Airport,671.1044626
San Antonio International Airport,Hartsfield Jackson Atlanta International Airport,1406.844088
San Antonio International Airport,Baltimore/Washington International Thurgood Marshall Airport,2264.592459
San Antonio International Airport,Dallas Love Field,398.4052627
San Antonio International Airport,Denver International Airport,1278.0935
San Antonio International Airport,William P Hobby Airport,309.3754024
San Antonio International Airport,McCarran International Airport,1719.617634
San Antonio International Airport,Los Angeles International Airport,1948.029852
San Antonio International Airport,Orlando International Airport,1675.376552
San Antonio International Airport,Chicago Midway International Airport,1667.261572
San Antonio International Airport,Phoenix Sky Harbor International Airport,1356.217844
San Antonio International Airport,St Louis Lambert International Airport,1264.82706
San Antonio International Airport,Tampa International Airport,1564.79812
Louisville International Standiford Field,Hartsfield Jackson Atlanta International Airport,517.130765
Louisville International Standiford Field,Baltimore/Washington International Thurgood Marshall Airport,796.5220599
Louisville International Standiford Field,Orlando International Airport,1156.37916
Louisville International Standiford Field,Chicago Midway International Airport,436.3992426
Seattle Tacoma International Airport,Baltimore/Washington International Thurgood Marshall Airport,3757.432122
Seattle Tacoma International Airport,Denver International Airport,1648.013625
Seattle Tacoma International Airport,McCarran International Airport,1394.464363
Seattle Tacoma International Airport,Chicago Midway International Airport,2789.403189
Seattle Tacoma International Airport,General Mitchell International Airport,2726.621647
Seattle Tacoma International Airport,Metropolitan Oakland International Airport,1080.624917
Seattle Tacoma International Airport,Phoenix Sky Harbor International Airport,1781.033045
Seattle Tacoma International Airport,San Diego International Airport,1690.28324
Seattle Tacoma International Airport,Salt Lake City International Airport,1108.035307
Seattle Tacoma International Airport,Sacramento International Airport,974.219409
San Francisco International Airport,Hartsfield Jackson Atlanta International Airport,3442.220346
San Francisco International Airport,Denver International Airport,1556.391964
San Francisco International Airport,Chicago Midway International Airport,2984.593158
San Francisco International Airport,General Mitchell International Airport,2969.369109
San Francisco International Airport,Norfolk International Airport,4054.639482
Norman Y. Mineta San Jose International Airport,Denver International Airport,1525.812348
Norman Y. Mineta San Jose International Airport,McCarran International Airport,621.773804
Norman Y. Mineta San Jose International Airport,Los Angeles International Airport,495.5566708
Norman Y. Mineta San Jose International Airport,San Diego International Airport,671.1044626
Salt Lake City International Airport,Baltimore/Washington International Thurgood Marshall Airport,3000.951267
Salt Lake City International Airport,McCarran International Airport,591.459446
Salt Lake City International Airport,Chicago Midway International Airport,2025.656627
Salt Lake City International Airport,Manchester-Boston Regional Airport,3342.036928
Salt Lake City International Airport,Metropolitan Oakland International Airport,946.6912552
Salt Lake City International Airport,Portland International Airport,1013.470149
Salt Lake City International Airport,Portland International Airport,1013.470149
Salt Lake City International Airport,Seattle Tacoma International Airport,1108.035307
Salt Lake City International Airport,Tucson International Airport,966.8050859
Sacramento International Airport,Denver International Airport,1463.310744
Sacramento International Airport,McCarran International Airport,639.6269095
Sacramento International Airport,Los Angeles International Airport,599.7719745
Sacramento International Airport,Phoenix Sky Harbor International Airport,1040.937115
Sacramento International Airport,San Diego International Airport,771.8568836
Sacramento International Airport,Seattle Tacoma International Airport,974.219409
Sacramento International Airport,John Wayne Airport-Orange County Airport,649.7690295
John Wayne Airport-Orange County Airport,Denver International Airport,1361.344407
John Wayne Airport-Orange County Airport,McCarran International Airport,364.3902004
John Wayne Airport-Orange County Airport,Metropolitan Oakland International Airport,597.085303
John Wayne Airport-Orange County Airport,Phoenix Sky Harbor International Airport,544.3951235
John Wayne Airport-Orange County Airport,San Francisco International Airport,598.1880082
St Louis Lambert International Airport,Hartsfield Jackson Atlanta International Airport,778.9752454
St Louis Lambert International Airport,Nashville International Airport,437.6185729
St Louis Lambert International Airport,Baltimore/Washington International Thurgood Marshall Airport,1187.378018
St Louis Lambert International Airport,John Glenn Columbus International Airport,658.9236488
St Louis Lambert International Airport,John Glenn Columbus International Airport,658.9236488
St Louis Lambert International Airport,John Glenn Columbus International Airport,658.9236488
St Louis Lambert International Airport,Dallas Love Field,878.1628263
St Louis Lambert International Airport,Denver International Airport,1238.507729
St Louis Lambert International Airport,Dallas Fort Worth International Airport,885.2767751
St Louis Lambert International Airport,Detroit Metropolitan Wayne County Airport,708.077632
St Louis Lambert International Airport,Fort Lauderdale Hollywood International Airport,1700.23485
St Louis Lambert International Airport,Gerald R. Ford International Airport,614.4378518
St Louis Lambert International Airport,McCarran International Airport,2206.890442
St Louis Lambert International Airport,Los Angeles International Airport,2562.152778
St Louis Lambert International Airport,Kansas City International Airport,381.0375488
St Louis Lambert International Airport,Chicago Midway International Airport,404.0783333
St Louis Lambert International Airport,General Mitchell International Airport,510.7112614
St Louis Lambert International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,721.129254
St Louis Lambert International Airport,Louis Armstrong New Orleans International Airport,971.2786066
St Louis Lambert International Airport,Will Rogers World Airport,742.7210244
St Louis Lambert International Airport,Eppley Airfield,550.1090087
St Louis Lambert International Airport,Philadelphia International Airport,1309.181282
St Louis Lambert International Airport,Raleigh Durham International Airport,1074.146469
St Louis Lambert International Airport,San Antonio International Airport,1264.82706
St Louis Lambert International Airport,Tampa International Airport,1398.516188
Tampa International Airport,Albany International Airport,1818.501464
Tampa International Airport,Albany International Airport,1818.501464
Tampa International Airport,Albany International Airport,1818.501464
Tampa International Airport,Hartsfield Jackson Atlanta International Airport,653.2655542
Tampa International Airport,Bradley International Airport,1788.459466
Tampa International Airport,Birmingham-Shuttlesworth International Airport,739.3714712
Tampa International Airport,Baltimore/Washington International Thurgood Marshall Airport,1355.506039
Tampa International Airport,Akron Canton Regional Airport,1438.990321
Tampa International Airport,John Glenn Columbus International Airport,1333.988589
Tampa International Airport,John Glenn Columbus International Airport,1333.988589
Tampa International Airport,John Glenn Columbus International Airport,1333.988589
Tampa International Airport,James M Cox Dayton International Airport,1332.040335
Tampa International Airport,Key West International Airport,386.6401756
Tampa International Airport,Fort Lauderdale Hollywood International Airport,316.6216572
Tampa International Airport,William P Hobby Airport,1257.201584
Tampa International Airport,Indianapolis International Airport,1347.754923
Tampa International Airport,Long Island Mac Arthur Airport,1663.379311
Tampa International Airport,Kansas City International Airport,1686.111214
Tampa International Airport,Chicago Midway International Airport,1603.853913
Tampa International Airport,General Mitchell International Airport,1729.99774
Tampa International Airport,Louis Armstrong New Orleans International Airport,785.1294368
Tampa International Airport,Portland International Airport,4018.355855
Tampa International Airport,Portland International Airport,4018.355855
Tampa International Airport,Phoenix Sky Harbor International Airport,2877.843724
Tampa International Airport,Pittsburgh International Airport,1404.307065
Tampa International Airport,Theodore Francis Green State Airport,1829.9772
Tampa International Airport,Raleigh Durham International Airport,944.891274
Tampa International Airport,San Antonio International Airport,1564.79812
Tampa International Airport,Seattle Tacoma International Airport,4055.70564
Tampa International Airport,St Louis Lambert International Airport,1398.516188
Tulsa International Airport,Denver International Airport,871.3193174
Tucson International Airport,McCarran International Airport,586.662586
Tucson International Airport,Los Angeles International Airport,726.1916812
Tucson International Airport,Chicago Midway International Airport,2317.062308
Tucson International Airport,Norman Y. Mineta San Jose International Airport,1161.267327
Lehigh Valley International Airport,Myrtle Beach International Airport,833.2985269
Lehigh Valley International Airport,Charlotte County Airport,1638.196905
Lehigh Valley International Airport,St Petersburg Clearwater International Airport,1561.562431
Lehigh Valley International Airport,Orlando Sanford International Airport,1419.415646
Appleton International Airport,Phoenix-Mesa-Gateway Airport,2336.87674
Appleton International Airport,McCarran International Airport,2430.022252
Appleton International Airport,Orlando Sanford International Airport,1835.59731
Austin Bergstrom International Airport,McCarran International Airport,1753.691227
Asheville Regional Airport,Fort Lauderdale Hollywood International Airport,1062.899548
Asheville Regional Airport,Charlotte County Airport,945.6543286
Asheville Regional Airport,St Petersburg Clearwater International Airport,834.6104524
Asheville Regional Airport,Orlando Sanford International Airport,748.5339548
Wilkes Barre Scranton International Airport,Orlando Sanford International Airport,1480.680164
Phoenix-Mesa-Gateway Airport,Appleton International Airport,2336.87674
Phoenix-Mesa-Gateway Airport,Billings Logan International Airport,1413.052814
Phoenix-Mesa-Gateway Airport,Bismarck Municipal Airport,1757.414336
Phoenix-Mesa-Gateway Airport,Bellingham International Airport,1943.352923
Phoenix-Mesa-Gateway Airport,Gallatin Field,1385.13417
Phoenix-Mesa-Gateway Airport,The Eastern Iowa Airport,1995.125773
Phoenix-Mesa-Gateway Airport,Duluth International Airport,2227.775475
Phoenix-Mesa-Gateway Airport,Mahlon Sweet Field,1562.690062
Phoenix-Mesa-Gateway Airport,Hector International Airport,1964.11565
Phoenix-Mesa-Gateway Airport,Joe Foss Field Airport,1725.916497
Phoenix-Mesa-Gateway Airport,Fort Wayne International Airport,2488.434299
Phoenix-Mesa-Gateway Airport,Grand Forks International Airport,2028.40975
Phoenix-Mesa-Gateway Airport,Central Nebraska Regional Airport,1456.229748
Phoenix-Mesa-Gateway Airport,Gerald R. Ford International Airport,2512.742305
Phoenix-Mesa-Gateway Airport,Great Falls International Airport,1574.129801
Phoenix-Mesa-Gateway Airport,Wichita Eisenhower National Airport,1375.87832
Phoenix-Mesa-Gateway Airport,Idaho Falls Regional Airport,1133.583327
Phoenix-Mesa-Gateway Airport,McCarran International Airport,444.0644438
Phoenix-Mesa-Gateway Airport,Quad City International Airport,2072.055221
Phoenix-Mesa-Gateway Airport,Minot International Airport,1873.172604
Phoenix-Mesa-Gateway Airport,Missoula International Airport,1525.052002
Phoenix-Mesa-Gateway Airport,Metropolitan Oakland International Airport,1075.373036
Phoenix-Mesa-Gateway Airport,Ogden Hinckley Airport,876.0140679
Phoenix-Mesa-Gateway Airport,General Wayne A. Downing Peoria International Airport,2111.405056
Phoenix-Mesa-Gateway Airport,Tri Cities Airport,1572.512033
Phoenix-Mesa-Gateway Airport,Provo Municipal Airport,767.0069405
Phoenix-Mesa-Gateway Airport,Rapid City Regional Airport,1405.478905
Phoenix-Mesa-Gateway Airport,Chicago Rockford International Airport,2209.883467
Phoenix-Mesa-Gateway Airport,Rochester International Airport,2033.488288
Phoenix-Mesa-Gateway Airport,Rochester International Airport,2033.488288
Phoenix-Mesa-Gateway Airport,South Bend Regional Airport,2415.054794
Phoenix-Mesa-Gateway Airport,Springfield Branson National Airport,1715.261643
Phoenix-Mesa-Gateway Airport,Springfield Branson National Airport,1715.261643
Phoenix-Mesa-Gateway Airport,Springfield Branson National Airport,1715.261643
Phoenix-Mesa-Gateway Airport,Springfield Branson National Airport,1715.261643
Phoenix-Mesa-Gateway Airport,St Cloud Regional Airport,2026.748057
Bangor International Airport,St Petersburg Clearwater International Airport,2242.956161
Bangor International Airport,Orlando Sanford International Airport,2089.976627
Billings Logan International Airport,Phoenix-Mesa-Gateway Airport,1413.052814
Billings Logan International Airport,McCarran International Airport,1214.143242
Bismarck Municipal Airport,Phoenix-Mesa-Gateway Airport,1757.414336
Bismarck Municipal Airport,McCarran International Airport,1686.101609
Bismarck Municipal Airport,Orlando Sanford International Airport,2619.930589
Bellingham International Airport,Phoenix-Mesa-Gateway Airport,1943.352923
Bellingham International Airport,McCarran International Airport,1535.562407
Bellingham International Airport,Los Angeles International Airport,1684.439521
Bellingham International Airport,Metropolitan Oakland International Airport,1230.287907
Bellingham International Airport,Palm Springs International Airport,1735.435367
Bellingham International Airport,San Diego International Airport,1838.465749
Scott AFB/Midamerica Airport,Orlando Sanford International Airport,1343.75709
Central Illinois Regional Airport at Bloomington-Normal,Orlando Sanford International Airport,1475.0723
Central Illinois Regional Airport at Bloomington-Normal,Orlando Sanford International Airport,1475.0723
Boise Air Terminal/Gowen Field,McCarran International Airport,836.0144126
Burlington International Airport,Orlando Sanford International Airport,1883.386858
Burlington International Airport,Orlando Sanford International Airport,1883.386858
Gallatin Field,Phoenix-Mesa-Gateway Airport,1385.13417
Gallatin Field,McCarran International Airport,1127.966729
Lovell Field,St Petersburg Clearwater International Airport,825.3213201
Lovell Field,Orlando Sanford International Airport,788.6156536
The Eastern Iowa Airport,Phoenix-Mesa-Gateway Airport,1995.125773
The Eastern Iowa Airport,McCarran International Airport,2123.039534
The Eastern Iowa Airport,Charlotte County Airport,1882.268637
The Eastern Iowa Airport,St Petersburg Clearwater International Airport,1753.563488
The Eastern Iowa Airport,Orlando Sanford International Airport,1735.122315
North Central West Virginia Airport,Orlando Sanford International Airport,1170.504778
City of Colorado Springs Municipal Airport,McCarran International Airport,972.3761411
Casper-Natrona County International Airport,McCarran International Airport,1063.368472
Cincinnati Northern Kentucky International Airport,Charlotte County Airport,1368.017822
Cincinnati Northern Kentucky International Airport,Orlando Sanford International Airport,1182.369422
Duluth International Airport,Phoenix-Mesa-Gateway Airport,2227.775475
Duluth International Airport,McCarran International Airport,2247.154496
Des Moines International Airport,McCarran International Airport,1956.190023
Des Moines International Airport,Charlotte County Airport,1941.211194
Des Moines International Airport,St Petersburg Clearwater International Airport,1811.711928
Des Moines International Airport,Orlando Sanford International Airport,1808.269216
Elmira Corning Regional Airport,St Petersburg Clearwater International Airport,1665.923684
Elmira Corning Regional Airport,Orlando Sanford International Airport,1535.689619
Mahlon Sweet Field,Phoenix-Mesa-Gateway Airport,1562.690062
Mahlon Sweet Field,McCarran International Airport,1125.798004
Mahlon Sweet Field,Los Angeles International Airport,1203.9057
Mahlon Sweet Field,Metropolitan Oakland International Airport,715.9693478
Hector International Airport,Phoenix-Mesa-Gateway Airport,1964.11565
Hector International Airport,McCarran International Airport,1939.391073
Hector International Airport,St Petersburg Clearwater International Airport,2444.042887
Hector International Airport,Orlando Sanford International Airport,2426.19437
Fresno Yosemite International Airport,McCarran International Airport,416.6291044
Glacier Park International Airport,McCarran International Airport,1360.510288
Fort Lauderdale Hollywood International Airport,Asheville Regional Airport,1062.899548
Fort Lauderdale Hollywood International Airport,Greenville Spartanburg International Airport,997.9792043
Fort Lauderdale Hollywood International Airport,Greenville Spartanburg International Airport,997.9792043
Fort Lauderdale Hollywood International Airport,Blue Grass Airport,1391.219013
Fort Lauderdale Hollywood International Airport,Plattsburgh International Airport,2147.001202
Fort Lauderdale Hollywood International Airport,McGhee Tyson Airport,1140.088107
Joe Foss Field Airport,Phoenix-Mesa-Gateway Airport,1725.916497
Joe Foss Field Airport,McCarran International Airport,1776.996517
Joe Foss Field Airport,St Petersburg Clearwater International Airport,2147.361965
Joe Foss Field Airport,Orlando Sanford International Airport,2147.439878
Fort Wayne International Airport,Phoenix-Mesa-Gateway Airport,2488.434299
Fort Wayne International Airport,Myrtle Beach International Airport,981.5285047
Fort Wayne International Airport,Charlotte County Airport,1586.95409
Fort Wayne International Airport,St Petersburg Clearwater International Airport,1467.70865
Fort Wayne International Airport,Orlando Sanford International Airport,1400.648112
Grand Forks International Airport,Phoenix-Mesa-Gateway Airport,2028.40975
Grand Forks International Airport,McCarran International Airport,1979.796587
Grand Forks International Airport,Orlando Sanford International Airport,2532.216046
Grand Junction Regional Airport,McCarran International Airport,675.2078571
Central Nebraska Regional Airport,Phoenix-Mesa-Gateway Airport,1456.229748
Central Nebraska Regional Airport,McCarran International Airport,1562.57573
Gerald R. Ford International Airport,Phoenix-Mesa-Gateway Airport,2512.742305
Gerald R. Ford International Airport,McCarran International Airport,2643.129088
Gerald R. Ford International Airport,St Petersburg Clearwater International Airport,1680.556878
Gerald R. Ford International Airport,Orlando Sanford International Airport,1611.439565
Piedmont Triad International Airport,St Petersburg Clearwater International Airport,944.2251545
Piedmont Triad International Airport,Orlando Sanford International Airport,820.9043323
Greenville Spartanburg International Airport,Fort Lauderdale Hollywood International Airport,997.9792043
Greenville Spartanburg International Airport,Fort Lauderdale Hollywood International Airport,997.9792043
Greenville Spartanburg International Airport,Charlotte County Airport,884.5021044
Greenville Spartanburg International Airport,Charlotte County Airport,884.5021044
Greenville Spartanburg International Airport,St Petersburg Clearwater International Airport,775.8085557
Greenville Spartanburg International Airport,St Petersburg Clearwater International Airport,775.8085557
Greenville Spartanburg International Airport,Orlando Sanford International Airport,684.7202206
Greenville Spartanburg International Airport,Orlando Sanford International Airport,684.7202206
Great Falls International Airport,Phoenix-Mesa-Gateway Airport,1574.129801
Great Falls International Airport,McCarran International Airport,1304.39721
Hagerstown Regional Richard A Henson Field,Orlando Sanford International Airport,1254.497593
Daniel K Inouye International Airport,McCarran International Airport,4445.783575
Daniel K Inouye International Airport,Los Angeles International Airport,4113.282692
Tri-State/Milton J. Ferguson Field,Myrtle Beach International Airport,614.2837758
Tri-State/Milton J. Ferguson Field,St Petersburg Clearwater International Airport,1159.773829
Tri-State/Milton J. Ferguson Field,Orlando Sanford International Airport,1070.586621
Niagara Falls International Airport,Charlotte County Airport,1816.867995
Niagara Falls International Airport,St Petersburg Clearwater International Airport,1719.46655
Niagara Falls International Airport,Orlando Sanford International Airport,1603.22449
Wichita Eisenhower National Airport,Phoenix-Mesa-Gateway Airport,1375.87832
Wichita Eisenhower National Airport,McCarran International Airport,1587.150483
Idaho Falls Regional Airport,Phoenix-Mesa-Gateway Airport,1133.583327
Idaho Falls Regional Airport,McCarran International Airport,866.4325622
Long Island Mac Arthur Airport,Charlotte County Airport,1742.770473
Capital City Airport,Orlando Sanford International Airport,1582.393151
McCarran International Airport,Appleton International Airport,2430.022252
McCarran International Airport,Austin Bergstrom International Airport,1753.691227
McCarran International Airport,Phoenix-Mesa-Gateway Airport,444.0644438
McCarran International Airport,Billings Logan International Airport,1214.143242
McCarran International Airport,Bismarck Municipal Airport,1686.101609
McCarran International Airport,Bellingham International Airport,1535.562407
McCarran International Airport,Boise Air Terminal/Gowen Field,836.0144126
McCarran International Airport,Gallatin Field,1127.966729
McCarran International Airport,The Eastern Iowa Airport,2123.039534
McCarran International Airport,City of Colorado Springs Municipal Airport,972.3761411
McCarran International Airport,Casper-Natrona County International Airport,1063.368472
McCarran International Airport,Duluth International Airport,2247.154496
McCarran International Airport,Des Moines International Airport,1956.190023
McCarran International Airport,Mahlon Sweet Field,1125.798004
McCarran International Airport,Hector International Airport,1939.391073
McCarran International Airport,Fresno Yosemite International Airport,416.6291044
McCarran International Airport,Glacier Park International Airport,1360.510288
McCarran International Airport,Joe Foss Field Airport,1776.996517
McCarran International Airport,Grand Forks International Airport,1979.796587
McCarran International Airport,Grand Junction Regional Airport,675.2078571
McCarran International Airport,Central Nebraska Regional Airport,1562.57573
McCarran International Airport,Gerald R. Ford International Airport,2643.129088
McCarran International Airport,Great Falls International Airport,1304.39721
McCarran International Airport,Daniel K Inouye International Airport,4445.783575
McCarran International Airport,Wichita Eisenhower National Airport,1587.150483
McCarran International Airport,Idaho Falls Regional Airport,866.4325622
McCarran International Airport,Laredo International Airport,1757.964564
McCarran International Airport,Mc Allen Miller International Airport,1946.638
McCarran International Airport,Rogue Valley International Medford Airport,964.9639489
McCarran International Airport,Quad City International Airport,2214.761742
McCarran International Airport,Minot International Airport,1767.472912
McCarran International Airport,Monterey Peninsula Airport,603.2377759
McCarran International Airport,Missoula International Airport,1206.73525
McCarran International Airport,General Wayne A. Downing Peoria International Airport,2273.575497
McCarran International Airport,Tri Cities Airport,1178.631126
